,context,question,answers,res
1479,"In October 1529, Philip I, Landgrave of Hesse, convoked an assembly of German and Swiss theologians at the Marburg Colloquy, to establish doctrinal unity in the emerging Protestant states. Agreement was achieved on fourteen points out of fifteen, the exception being the nature of the Eucharist – the sacrament of the Lord's Supper—an issue crucial to Luther.",When did Philip I convene an assembly to set doctrine in the Protestant states?,October 1529," When was the Marburg Colloquy held?

"
1480,"In October 1529, Philip I, Landgrave of Hesse, convoked an assembly of German and Swiss theologians at the Marburg Colloquy, to establish doctrinal unity in the emerging Protestant states. Agreement was achieved on fourteen points out of fifteen, the exception being the nature of the Eucharist – the sacrament of the Lord's Supper—an issue crucial to Luther.",Who was Philip I?,Landgrave of Hesse," Who convoked an assembly of German and Swiss theologians at the Marburg Colloquy?

"
1481,"In October 1529, Philip I, Landgrave of Hesse, convoked an assembly of German and Swiss theologians at the Marburg Colloquy, to establish doctrinal unity in the emerging Protestant states. Agreement was achieved on fourteen points out of fifteen, the exception being the nature of the Eucharist – the sacrament of the Lord's Supper—an issue crucial to Luther.",What was the Marburg Colloquy meant to establish?,doctrinal unity," What was the purpose of the Marburg Colloquy?

"
1482,"In October 1529, Philip I, Landgrave of Hesse, convoked an assembly of German and Swiss theologians at the Marburg Colloquy, to establish doctrinal unity in the emerging Protestant states. Agreement was achieved on fourteen points out of fifteen, the exception being the nature of the Eucharist – the sacrament of the Lord's Supper—an issue crucial to Luther.",How many of the fifteen points of discussion were agreed on?,fourteen points," How many points were agreed upon at the Marburg Colloquy?

"
1483,"In October 1529, Philip I, Landgrave of Hesse, convoked an assembly of German and Swiss theologians at the Marburg Colloquy, to establish doctrinal unity in the emerging Protestant states. Agreement was achieved on fourteen points out of fifteen, the exception being the nature of the Eucharist – the sacrament of the Lord's Supper—an issue crucial to Luther.",What one point was not agreed on that was dear to Luther?,nature of the Eucharist," What was the issue that was not agreed upon at the Marburg Colloquy?

"
1484,"The theologians, including Zwingli, Melanchthon, Martin Bucer, and Johannes Oecolampadius, differed on the significance of the words spoken by Jesus at the Last Supper: ""This is my body which is for you"" and ""This cup is the new covenant in my blood"" (1 Corinthians 11:23–26). Luther insisted on the Real Presence of the body and blood of Christ in the consecrated bread and wine, which he called the sacramental union, while his opponents believed God to be only spiritually or symbolically present. Zwingli, for example, denied Jesus' ability to be in more than one place at a time but Luther stressed the omnipresence of his human nature. According to transcripts, the debate sometimes became confrontational. Citing Jesus' words ""The flesh profiteth nothing"" (John 6.63), Zwingli said, ""This passage breaks your neck"". ""Don't be too proud,"" Luther retorted, ""German necks don't break that easily. This is Hesse, not Switzerland."" On his table Luther wrote the words ""Hoc est corpus meum"" (""This is my body"") in chalk, to continually indicate his firm stance.",What point did the theologians differ on concerning the Last Supper?,words spoken by Jesus," What did the theologians, including Zwingli, Melanchthon, Martin Bucer, and Johannes Oecolampadius, differ on?

"
1485,"The theologians, including Zwingli, Melanchthon, Martin Bucer, and Johannes Oecolampadius, differed on the significance of the words spoken by Jesus at the Last Supper: ""This is my body which is for you"" and ""This cup is the new covenant in my blood"" (1 Corinthians 11:23–26). Luther insisted on the Real Presence of the body and blood of Christ in the consecrated bread and wine, which he called the sacramental union, while his opponents believed God to be only spiritually or symbolically present. Zwingli, for example, denied Jesus' ability to be in more than one place at a time but Luther stressed the omnipresence of his human nature. According to transcripts, the debate sometimes became confrontational. Citing Jesus' words ""The flesh profiteth nothing"" (John 6.63), Zwingli said, ""This passage breaks your neck"". ""Don't be too proud,"" Luther retorted, ""German necks don't break that easily. This is Hesse, not Switzerland."" On his table Luther wrote the words ""Hoc est corpus meum"" (""This is my body"") in chalk, to continually indicate his firm stance.",What did Luther insist was present in the bread and wine?,body and blood of Christ," What did Luther insist on the Real Presence of in the consecrated bread and wine?

"
1486,"The theologians, including Zwingli, Melanchthon, Martin Bucer, and Johannes Oecolampadius, differed on the significance of the words spoken by Jesus at the Last Supper: ""This is my body which is for you"" and ""This cup is the new covenant in my blood"" (1 Corinthians 11:23–26). Luther insisted on the Real Presence of the body and blood of Christ in the consecrated bread and wine, which he called the sacramental union, while his opponents believed God to be only spiritually or symbolically present. Zwingli, for example, denied Jesus' ability to be in more than one place at a time but Luther stressed the omnipresence of his human nature. According to transcripts, the debate sometimes became confrontational. Citing Jesus' words ""The flesh profiteth nothing"" (John 6.63), Zwingli said, ""This passage breaks your neck"". ""Don't be too proud,"" Luther retorted, ""German necks don't break that easily. This is Hesse, not Switzerland."" On his table Luther wrote the words ""Hoc est corpus meum"" (""This is my body"") in chalk, to continually indicate his firm stance.",What did Luther call  the consecrated bread and wine?,sacramental union," What did Luther insist on the Real Presence of the body and blood of Christ in the consecrated bread and wine?

"
1487,"The theologians, including Zwingli, Melanchthon, Martin Bucer, and Johannes Oecolampadius, differed on the significance of the words spoken by Jesus at the Last Supper: ""This is my body which is for you"" and ""This cup is the new covenant in my blood"" (1 Corinthians 11:23–26). Luther insisted on the Real Presence of the body and blood of Christ in the consecrated bread and wine, which he called the sacramental union, while his opponents believed God to be only spiritually or symbolically present. Zwingli, for example, denied Jesus' ability to be in more than one place at a time but Luther stressed the omnipresence of his human nature. According to transcripts, the debate sometimes became confrontational. Citing Jesus' words ""The flesh profiteth nothing"" (John 6.63), Zwingli said, ""This passage breaks your neck"". ""Don't be too proud,"" Luther retorted, ""German necks don't break that easily. This is Hesse, not Switzerland."" On his table Luther wrote the words ""Hoc est corpus meum"" (""This is my body"") in chalk, to continually indicate his firm stance.",What did Luther's opponents think that it meant about God's presence?,symbolically present," What did Zwingli believe God to be?

"
1488,"The theologians, including Zwingli, Melanchthon, Martin Bucer, and Johannes Oecolampadius, differed on the significance of the words spoken by Jesus at the Last Supper: ""This is my body which is for you"" and ""This cup is the new covenant in my blood"" (1 Corinthians 11:23–26). Luther insisted on the Real Presence of the body and blood of Christ in the consecrated bread and wine, which he called the sacramental union, while his opponents believed God to be only spiritually or symbolically present. Zwingli, for example, denied Jesus' ability to be in more than one place at a time but Luther stressed the omnipresence of his human nature. According to transcripts, the debate sometimes became confrontational. Citing Jesus' words ""The flesh profiteth nothing"" (John 6.63), Zwingli said, ""This passage breaks your neck"". ""Don't be too proud,"" Luther retorted, ""German necks don't break that easily. This is Hesse, not Switzerland."" On his table Luther wrote the words ""Hoc est corpus meum"" (""This is my body"") in chalk, to continually indicate his firm stance.",What did the meeting often become in argument?,confrontational," How did the debate between Luther and Zwingli become?

"
1489,"Despite the disagreements on the Eucharist, the Marburg Colloquy paved the way for the signing in 1530 of the Augsburg Confession, and for the formation of the Schmalkaldic League the following year by leading Protestant nobles such as John of Saxony, Philip of Hesse, and George, Margrave of Brandenburg-Ansbach. The Swiss cities, however, did not sign these agreements.",When was the Augsburg Confession signed?,1530, When was the 
